<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
MDMG;D;230216;000000;442.4000000;19985
MDMG;D;230217;000000;447.3000000;17486
MDMG;D;230220;000000;444.4000000;37726
MDMG;D;230221;000000;449.1000000;32329
MDMG;D;230222;000000;447.8000000;7411
MDMG;D;230224;000000;455.6000000;52399
MDMG;D;230227;000000;459.5000000;23638
MDMG;D;230228;000000;459.9000000;12185
MDMG;D;230301;000000;463.9000000;24330
MDMG;D;230302;000000;461.4000000;44903
MDMG;D;230303;000000;469.5000000;43672
MDMG;D;230306;000000;472.0000000;18820
MDMG;D;230307;000000;474.3000000;17709
MDMG;D;230309;000000;473.3000000;16546
MDMG;D;230310;000000;468.0000000;28418
MDMG;D;230313;000000;466.0000000;10067
MDMG;D;230314;000000;478.4000000;76892
MDMG;D;230315;000000;470.1000000;27138
MDMG;D;230316;000000;464.8000000;20724
MDMG;D;230317;000000;468.9000000;20211
MDMG;D;230320;000000;480.0000000;41876
MDMG;D;230321;000000;475.8000000;27977
MDMG;D;230322;000000;490.0000000;97321
MDMG;D;230323;000000;499.8000000;188723
MDMG;D;230324;000000;493.5000000;42616
MDMG;D;230327;000000;503.4000000;83304
MDMG;D;230328;000000;499.7000000;50216
MDMG;D;230329;000000;532.7000000;409932
MDMG;D;230330;000000;537.0000000;494292
MDMG;D;230331;000000;534.5000000;118749
MDMG;D;230403;000000;537.5000000;90058
MDMG;D;230404;000000;522.5000000;110948
MDMG;D;230405;000000;531.1000000;68904
MDMG;D;230406;000000;527.0000000;46298
MDMG;D;230407;000000;532.5000000;26391
MDMG;D;230410;000000;596.5000000;537859
MDMG;D;230411;000000;555.3000000;922019
MDMG;D;230412;000000;565.4000000;65129
MDMG;D;230413;000000;560.8000000;33608
MDMG;D;230414;000000;558.0000000;14807
MDMG;D;230417;000000;567.8000000;45874
MDMG;D;230418;000000;568.7000000;71311
MDMG;D;230419;000000;566.5000000;44661
MDMG;D;230420;000000;560.7000000;39862
MDMG;D;230421;000000;560.1000000;11386
MDMG;D;230424;000000;563.7000000;21917
MDMG;D;230425;000000;561.9000000;10041
MDMG;D;230426;000000;566.9000000;54429
MDMG;D;230427;000000;564.0000000;13262
MDMG;D;230428;000000;558.4000000;49216
MDMG;D;230502;000000;539.3000000;90173
MDMG;D;230503;000000;521.7000000;36199
MDMG;D;230504;000000;532.8000000;31859
MDMG;D;230505;000000;540.3000000;37708
MDMG;D;230508;000000;533.8000000;9245
MDMG;D;230510;000000;548.0000000;29154
MDMG;D;230511;000000;551.9000000;26122
MDMG;D;230512;000000;548.6000000;17316
MDMG;D;230515;000000;551.0000000;14890
MDMG;D;230516;000000;556.8000000;35965
MDMG;D;230517;000000;554.7000000;10662
MDMG;D;230518;000000;546.3000000;15158
MDMG;D;230519;000000;548.0000000;12484
MDMG;D;230522;000000;544.4000000;13664
MDMG;D;230523;000000;561.0000000;152413
MDMG;D;230524;000000;562.2000000;21813
MDMG;D;230525;000000;560.1000000;29507
MDMG;D;230526;000000;568.6000000;19844
MDMG;D;230529;000000;572.0000000;70889
MDMG;D;230530;000000;569.6000000;35075
MDMG;D;230531;000000;565.0000000;49350
